cholesterol,diabetes,smoking,obesity,inactive,lesshighschool,gini,poverty,asian,black,age65,hisp,male,marri,racialseg,socialvul,large central metro,large fringe metro,medium/small metro,nonmetro,outpatientcost
34.8,7.7,14.3,25.5,20.8,9.4,0.444,6.8,3.9,7.2,16.5,19.3,49.225719,52.37212,0.34999999,0.2146,0,1,0,0,2595
36.5,9.6,23.1,36.1,28,13.3,0.465,16.1,1.6,7.4,18.5,15.9,51.234093,47.989807,0.33000001,0.79390001,0,0,0,1,2576
37.3,9.6,19.9,31.4,22.5,8.8,0.418,9.4,0.7,0.6,19.7,1.9,49.591259,57.707832,0.31,0.19939999,0,0,1,0,3843
27.7,6.5,14.8,23.2,14.7,5.6,0.496,16.9,9.6,3.4,13.9,5.1,49.372578,39.174458,0.23999999,0.34619999,0,0,1,0,3591
35,7.9,17.1,29.4,19,9.3,0.459,12,1.9,5.5,19.2,10.2,49.527328,48.314091,0.25,0.47040001,0,0,1,0,2584
36.3,7.5,19.4,30,20.8,8.1,0.436,10.1,1,1.1,21.6,2.5,49.228329,51.707825,0.27000001,0.1742,0,0,1,0,3880
36.9,11.7,23.4,35.6,24.7,12.1,0.407,11.9,0.6,2.7,18.9,2.7,51.775513,50.216316,0.46000001,0.40000001,0,0,1,0,4172
37.1,11,21.7,37.4,29.3,10.8,0.429,11.4,0.9,2.7,18.4,4.4,49.605057,54.671375,0.30000001,0.3414,0,1,0,0,3594
34,6.7,12.1,21.2,18.8,11.9,0.541,8.4,5.9,13.4,16.7,24.6,48.423351,51.984272,0.34,0.55159998,0,1,0,0,2871
35.5,10,22.2,37.6,25.4,10.1,0.396,9.9,0.4,3.9,17.4,3.2,53.435059,52.773666,0.52999997,0.31209999,0,0,0,1,3281
36.8,11.3,17,31.1,27.3,13.6,0.448,13.9,0.6,0.9,20.1,2.2,47.786972,54.172783,0.38999999,0.43920001,0,1,0,0,3688
36.9,9.2,20,37,22.6,13.7,0.453,14.6,1.5,19.3,16.6,12.5,47.477406,49.617397,0.34,0.78380001,0,0,1,0,4034
39.7,15.1,23,38.3,26.2,17.6,0.466,11.7,1,5.8,19.5,4.6,50.896191,55.526917,0.34999999,0.63410002,0,0,1,0,3325
42.8,9.7,22.9,30.4,21.2,22.5,0.449,16.9,0.4,2.3,26.5,9.6,49.091568,61.914848,0.38,0.6268,0,0,0,1,4666
37.7,11.6,24.1,40.7,36.6,19.3,0.443,21.4,1.3,48.2,17.9,4,52.429523,42.610439,0.46000001,0.9443,0,0,0,1,3814
41.9,10.6,20.2,25.9,28.8,14.9,0.444,14.6,0.5,0.7,24.7,4.9,49.164276,59.501503,0.38,0.49939999,0,0,0,1,4026
38.9,10.1,21.5,24.4,28.3,16.4,0.479,16.4,0.4,3.9,21.7,5,54.929737,51.266438,0.41,0.64459997,0,0,0,1,4638
39.9,7.3,20.1,44.3,28.8,12.3,0.483,17.6,0.1,24.8,23.3,7.7,47.763313,52.599365,0.47999999,0.71560001,0,0,0,1,3248
39.6,19,22.8,45.5,29.6,21.6,0.527,24.2,0.7,61.1,21.9,2.1,49.994839,41.885132,0.44999999,0.93849999,0,0,0,1,5091
40,19.6,23.4,49.1,29.6,18.7,0.51,21.2,0.1,34.4,21,7.4,47.983955,48.684685,0.47999999,0.94459999,0,0,0,1,4456
41.6,10.2,17.1,31,22.4,8.7,0.448,10.2,0.5,9.6,30.5,4.8,48.112125,62.685669,0.37,0.3583,0,0,1,0,3289
35.5,7,17.3,24,16.7,8.9,0.47,12.2,1.3,6.2,19.4,6.5,47.974586,50.543549,0.30000001,0.37990001,0,0,1,0,3250
39.3,6.6,22.2,36.2,23.6,18.4,0.457,18.4,3.7,6,19.7,6.1,49.799931,53.050362,0.37,0.84869999,0,0,1,0,3388
34.1,11.2,18.8,33.4,26.2,10.1,0.435,7.9,3.7,17.4,13,10.4,48.752026,55.386497,0.28999999,0.41749999,0,1,0,0,3918
39.5,13.8,23.8,38.1,28.3,20,0.435,12,0.5,4.5,19.3,5.4,49.377167,54.67239,0.34999999,0.65100002,0,0,1,0,3764
36.7,8.7,19.8,35.5,22.2,13.5,0.385,7.6,1.9,13.8,17.5,2.9,52.952328,62.701565,0.25,0.30700001,0,0,0,1,2957
40.4,11.1,17.8,33.9,21.7,8.4,0.462,10.4,1.2,5.3,24.2,4.2,49.042999,56.605404,0.34999999,0.42550001,0,0,0,1,3546
39.6,12.4,22.1,22.8,14.5,19.6,0.434,16.2,0.7,32.7,20.7,4,50.233646,55.96603,0.30000001,0.83600003,0,0,0,1,4305
36.6,10.8,19.6,31.6,25,14.1,0.462,13.3,4.3,8,17.5,9.6,48.916649,53.653801,0.33000001,0.64810002,0,0,1,0,3129
39.1,8.7,15.5,26.6,17.5,11.1,0.483,8.7,1.5,11,24,12.2,47.67445,60.41151,0.38999999,0.3809,0,0,1,0,3745
41.8,8.8,20,31.4,28.6,12.8,0.415,17.7,0.7,1.2,28.9,3.1,49.040009,61.958458,0.36000001,0.4869,0,0,0,1,4711
40.6,13.5,20.6,45.2,23.5,13.2,0.439,18.5,0,35.1,24.2,3.6,46.641129,52.379749,0.43000001,0.8118,0,0,0,1,5170
42.6,3.5,19.7,26.7,28.5,11.8,0.481,14,0.3,2,30.1,3.3,47.624702,65.16143,0.31,0.2191,0,0,0,1,4086
38.2,12.3,22.7,36.9,27.1,15.8,0.472,19,1,20.9,18.2,3.5,48.325485,48.703003,0.38999999,0.83499998,0,0,0,1,3659
39.3,16.9,24.8,45.2,30.5,17,0.504,22.3,0.4,29.9,19.5,5.3,49.684311,46.644268,0.47,0.94809997,0,0,0,1,3510
35.5,11.7,18.3,30.3,19.8,11.2,0.454,13.8,2.8,21.3,18.7,7.2,50.510777,56.843513,0.30000001,0.80989999,0,0,1,0,3004
31,12.3,19.1,32.1,24.8,9,0.447,18,2.6,35.9,11.6,11.5,49.745991,47.489079,0.2,0.86400002,0,0,1,0,2745
36.5,8.8,19.5,29.4,24.2,9.5,0.384,8.8,0.4,5.5,15.8,3.9,49.702232,61.911819,0.20999999,0.1194,0,1,0,0,3322
38.1,9.1,16.6,28.1,21.3,5.8,0.432,8.9,0.8,2.5,20.7,7.4,49.997238,56.546856,0.30000001,0.14489999,0,0,0,1,4954
37.1,13.6,21.2,35.7,24.4,16.1,0.434,15.2,1.5,9.1,17.8,7.1,48.85144,56.489975,0.38999999,0.68409997,0,0,1,0,4345
38.9,9.4,19.1,37.3,23,12.2,0.44,10.9,0.7,4.9,20.2,6.8,48.477177,58.075199,0.27000001,0.4411,0,0,1,0,4204
40.2,13.7,24.4,35.1,33.2,24,0.425,17.7,0.4,23.5,17.9,22.1,48.696728,50.783054,0.44,0.97899997,0,0,0,1,3556
32.1,7.2,15.3,28.3,18.4,11.6,0.468,14,4.9,35.8,12.6,13.4,47.792194,44.300739,0.31999999,0.61970001,0,0,1,0,3884
38.9,16.7,24.1,40,30.5,18.9,0.473,21,0.3,57.4,19,4.5,46.385429,42.590382,0.47999999,0.97259998,0,0,1,0,3066
35.4,10.1,18.1,33.5,23.3,10.8,0.501,15.2,2.3,25.6,15.6,12.8,47.424671,48.051647,0.37,0.68339998,0,0,1,0,4883
37.2,10,20.6,40.6,25.8,13.8,0.416,11.6,0.4,24.7,16.4,8.4,49.639854,55.051754,0.30000001,0.6376,0,1,0,0,3514
36,9.5,22,28.4,26.8,15.2,0.453,11.6,1.5,16.1,15.8,7,48.23027,51.864506,0.33000001,0.67199999,0,1,0,0,2857
38.6,12.7,20.2,48.1,33.9,10.9,0.406,14.7,0.5,33.4,19.8,0,48.848286,53.05463,0.28,0.3567,0,1,0,0,3378
41.5,4.8,23.6,40.6,22.4,18.1,0.432,16.8,0,0.1,23.2,2,48.607357,56.478733,0.49000001,0.63380003,0,0,0,1,4314
36.9,10.2,20.5,36.4,31.7,15.7,0.43,14.6,0.5,29.7,16.6,7.9,50.972561,49.662689,0.33000001,0.65609998,0,0,0,1,4193
37.8,13.5,24.7,29,26.2,25,0.44,20.2,0.1,34.6,15.8,15,55.503258,45.124393,0.33000001,0.99239999,0,0,0,1,2694
34.3,10.1,18,34.5,20.1,10.9,0.485,16,4.9,33.5,14.8,7.9,47.3554,46.385902,0.36000001,0.63690001,0,0,1,0,3689
40,20.2,24.5,42.1,30.2,21.4,0.497,23.8,0.8,52.6,20.1,2.8,48.362961,43.934643,0.47999999,0.96460003,0,0,0,1,3906
34.9,14.6,20.6,34.7,24.8,12.5,0.413,15.6,1.1,20.4,12.2,12.7,49.568729,53.202446,0.25,0.78689998,0,0,0,1,3524
39,8.7,19.2,33.1,22.7,12,0.454,10.6,0.5,0.9,24.3,3.9,48.287552,56.549164,0.33000001,0.2809,0,0,1,0,4219
38.3,8.4,16.8,29.4,20.3,10.1,0.437,10.6,1.2,3.3,25.4,10,48.073761,58.729568,0.33000001,0.32100001,0,0,1,0,4492
37.4,22.4,22.3,48.2,41,19.2,0.434,23,0.9,58.6,19.4,3.8,49.562717,40.129959,0.40000001,0.98729998,0,0,0,1,4276
33.3,12.9,23.1,36.5,32.2,12.9,0.43,16.9,1.5,33,9.6,13.3,49.637676,50.969776,0.25999999,0.89240003,0,0,1,0,3478
39.1,16.6,23,33.8,33.2,19.2,0.382,19.2,0,29.6,19.4,10.3,52.656818,49.816933,0.41999999,0.86269999,0,0,0,1,4322
36.6,10.2,18.8,35.1,21.4,10.7,0.47,8.2,2.4,11.8,15.6,7.6,49.234352,56.14196,0.33000001,0.37450001,0,1,0,0,2853
35.1,9,19.6,28.6,27.8,10.6,0.446,19.3,0.7,2.1,19.3,5.9,48.872795,44.215302,0.44,0.62360001,0,0,0,1,4445
36,11.4,20.4,34.4,25.1,13.1,0.423,12.5,0.6,15.4,13,13.6,49.190331,55.345337,0.25999999,0.5395,0,1,0,0,3477
40.8,24.7,23.2,41.7,23.7,18.9,0.466,18.8,0,30.3,22.8,4.6,49.510109,52.521526,0.40000001,0.8761,0,0,1,0,2072
36.3,9.4,20.5,35,24.5,16.5,0.443,14.2,1.2,19.4,16.1,19.1,48.459846,49.795807,0.34999999,0.84810001,0,0,0,1,3725
39.6,12.8,22.9,37.3,27,20.3,0.48,23.1,0.5,38.6,19.5,7.7,47.957924,48.589993,0.44,0.99330002,0,0,0,1,2840
38,7.8,21,31.6,20.9,12.1,0.458,9,0.7,4.9,17,7.2,49.740108,59.396191,0.30000001,0.35640001,0,1,0,0,3416
39.7,9.8,22.5,39.8,27.9,16.1,0.442,13.6,0.9,3.5,19.9,6.1,50.306232,56.867348,0.34999999,0.7895,0,0,0,1,4553
42.2,11.4,18.2,31.7,21.1,10.7,0.468,14.3,0.8,1.5,28.3,7,48.441673,59.954727,0.34,0.35479999,0,0,0,1,6419
39.2,5.4,20.1,32.1,22.2,13,0.464,14.6,0.5,1.5,21.8,2.4,48.960415,53.390888,0.37,0.45860001,0,0,1,0,3608
41.3,18.4,22.1,39.1,20.4,16.6,0.477,20.6,0.6,42,22.3,3.9,47.16618,47.71793,0.44,0.75410002,0,0,0,1,3340
33.5,8.3,15.3,28.7,17.8,9.7,0.487,10.3,5.8,31,10.9,13.2,48.071571,47.625908,0.31,0.44080001,1,0,0,0,3598
40.9,9.3,20.3,28.7,18.3,14.8,0.415,14.8,0.1,0.3,24.4,5.5,49.826714,57.586693,0.38999999,0.42230001,0,0,0,1,6552
39.3,19.6,22.3,32.8,31.4,20.5,0.487,16.1,1.4,17.5,19.7,15.3,48.968884,53.394577,0.51999998,0.87129998,0,0,0,1,4732
37.8,6.1,16.6,26.2,23.4,9.3,0.465,11.3,1.3,12.3,23.8,6.7,48.174606,56.07333,0.41,0.36210001,0,0,0,1,2890
37.3,13.6,19.7,37.6,25,14.4,0.467,16.4,0.8,39.2,17.8,6.9,47.935764,49.977932,0.34999999,0.82870001,0,0,1,0,3264
35.2,6.4,19,28.5,22.3,6.8,0.491,13,1.3,13.4,17.2,5.5,47.729645,47.72477,0.34,0.37709999,0,0,1,0,2898
41.4,18.6,22.9,40.1,34.6,19.6,0.467,21.6,0.2,56.3,25.1,2.2,48.626289,48.364361,0.41999999,0.90219998,0,0,0,1,3943
27.8,10.8,19.4,29.3,21.7,8.5,0.41,12.5,2.2,13.2,8.9,12.5,55.357334,53.042225,0.14,0.74650002,0,0,1,0,2965
32.6,6.9,14.3,21.7,15.3,7.3,0.519,13.4,7.7,11.1,13.4,8.4,47.780937,46.983044,0.25999999,0.29589999,0,0,1,0,3809
42,16.6,19.6,37.7,30.9,12,0.482,15.9,0.6,18.2,29.1,3.8,50.893631,59.419384,0.44,0.71619999,0,0,1,0,2526
36,11,20.3,42.2,28.1,13,0.427,14.3,1.1,36.4,16.5,5.3,48.762463,51.193932,0.30000001,0.7748,0,0,0,1,3451
37.6,13.4,20,28.4,28,12.2,0.465,11.5,0.4,14.2,17.7,7,49.623337,54.102814,0.38999999,0.5478,0,0,1,0,3307
41.8,9.1,20.3,33.5,26.9,13.1,0.441,15,0.4,23.1,27.1,2.5,48.644825,62.864719,0.36000001,0.50480002,0,0,0,1,3721
38.8,9.5,21.3,33.4,27,13.5,0.432,15.4,0.3,26,19,4.2,48.511883,51.158646,0.38,0.77319998,0,0,1,0,3980
32.4,10.5,18.7,39.2,24.9,10.7,0.487,19.2,1.7,34.4,12.8,6.2,47.064163,42.714104,0.31,0.82419997,0,0,1,0,2511
42,11.1,15.7,32.9,24,9.2,0.447,12.1,0.6,4.8,30.2,5.8,47.278301,58.181412,0.41,0.38249999,0,0,0,1,5086
39.3,10.1,21.8,31.6,23.9,18.5,0.428,14.1,1.2,5.6,17.4,11.4,49.292191,55.447159,0.34999999,0.6965,0,0,1,0,3650
38.4,21.2,24.7,38.2,33.7,19.1,0.466,25.8,0.9,31.7,17.4,6.4,48.998821,45.189705,0.38999999,0.97960001,0,0,0,1,3425
38.1,14.2,29.1,38.8,36.7,22.7,0.488,31.5,0.6,23.6,14.7,8.8,48.263145,42.748814,0.44,0.99110001,0,0,0,1,3646
39.8,13.1,21.8,37.7,24,17.3,0.45,18.4,0.5,18.2,19.9,6.1,48.092274,52.30323,0.31999999,0.78570002,0,0,1,0,3731
37.5,9.7,20.4,37.1,22.7,14.4,0.445,13.9,0.8,15.7,17.2,8.8,49.515312,51.646732,0.41,0.8143,0,1,0,0,3111
40.5,11.9,22.2,32.4,23.9,16.2,0.467,18.5,0.4,9.5,21.1,4.4,48.596825,51.261711,0.37,0.75510001,0,0,0,1,3116
39,15.8,23.2,38.6,28.6,20.7,0.469,16.8,0.5,25,17.4,19.6,49.107834,48.367706,0.34999999,0.97229999,0,0,0,1,3172
38.2,17.4,25.8,46.4,27.8,19.8,0.467,28.5,0.8,38.8,17.4,3,49.301517,42.717449,0.34999999,0.99360001,0,0,0,1,3656
38.1,8.6,21.2,27.4,28.7,14.7,0.421,10.7,1.7,11.1,18.7,4.2,49.840878,54.712208,0.47,0.63249999,0,0,0,1,4379
39.7,13.5,21.2,35,26.2,16.2,0.424,13,0.3,4.1,20.3,3,48.614056,57.712856,0.34,0.30669999,0,0,1,0,4310
40.8,9.1,22.4,29,29.3,20.5,0.485,16,0.7,3.5,20.1,10.6,48.502869,58.016548,0.34,0.72579998,0,0,0,1,4141
38.4,10.9,26,28,21.7,20.2,0.469,16.1,0.3,0.4,19,5.3,48.84993,50.953419,0.47999999,0.77740002,0,0,0,1,5674
41.8,9.6,17.9,25,26.6,11,0.443,13.1,0.1,4.6,29.9,3.3,48.118431,59.519264,0.40000001,0.39750001,0,0,0,1,6138
40.1,17,25,24.2,31.8,26,0.425,25.4,0.4,36.8,20,6.9,57.533577,51.299244,0.40000001,0.87639999,0,0,0,1,5548
34.4,8.6,17,34.8,20.8,10.4,0.453,7.3,3,11.2,12.3,11.1,49.263157,60.828842,0.30000001,0.1873,0,1,0,0,3824
38.8,16,23.5,28.5,37.9,19.6,0.488,18.5,0.7,49.6,17.9,7.7,46.653477,43.381344,0.34999999,0.97869998,0,0,0,1,4461
32,8.5,14.6,27.3,15.4,7,0.444,8,6.9,19.8,11.3,10.1,48.620728,53.658875,0.30000001,0.27739999,1,0,0,0,3592
41,9.5,22,47,23.6,18.4,0.499,21.7,0.6,50,24.6,3.7,49.673332,41.723732,0.40000001,0.89429998,0,0,0,1,4000
41.9,14.9,22.9,40.4,32,16.3,0.51,21.3,0.2,47.4,23.6,5.2,46.896492,39.341946,0.41,0.87870002,0,0,0,1,5051
32.8,7.4,18,20.8,16.8,9.2,0.504,21.4,1.1,1.7,15.5,3.6,49.72781,42.01989,0.23999999,0.41209999,0,0,0,1,3765
37.5,14.5,21.3,39.6,27.9,15.5,0.475,18.6,1.2,30.3,16,11.7,48.83215,48.618778,0.36000001,0.95029998,0,0,1,0,2974
40.4,13.9,23,38.7,28.4,19.9,0.467,15.2,0.8,3.8,21,6.5,49.267551,57.69838,0.37,0.69239998,0,0,0,1,3190
37.6,9.3,21.5,32.9,32.6,19.7,0.468,21.5,0.8,39,17.5,10.3,47.322403,46.816643,0.38999999,0.93599999,0,0,0,1,3016
39.7,9.6,22,33.7,20.8,17.7,0.435,13.9,0.1,3.3,19.5,11,49.53194,59.64687,0.31999999,0.64039999,0,0,1,0,4451
41.5,12.3,21.4,25,23.9,15.5,0.437,14.2,0.2,0.6,25.3,5.1,48.992119,61.414089,0.34999999,0.57359999,0,0,0,1,4959
38.9,9.2,16.4,31.4,19.4,5.5,0.445,10.7,2.5,2,24.4,1.6,47.85807,62.757526,0.56,0.029899999,0,0,0,1,7692
36.8,7.6,17.1,34.9,21.8,7.7,0.467,9.9,1,2.2,21.9,2,49.738464,56.755558,0.41999999,0.1245,0,0,0,1,5365
37.4,12.5,31.3,42.3,33.6,13.7,0.504,23.3,0.1,0,13.3,0.9,51.243999,42.448132,0.76999998,0.84329998,0,0,0,1,5606
36.4,3.9,17.8,29.8,24.5,10.5,0.421,9.7,0,0,21.4,2.9,55.965294,67.828423,0.70999998,0.031199999,0,0,0,1,3411
37.8,8,18.5,36.2,24.1,8.3,0.441,9.7,0.1,0.5,22.9,2.3,52.183945,61.113194,0.5,0.0691,0,0,0,1,6121
36.2,7.8,17.7,22.6,33.3,10.9,0.433,8,0,0,20.6,5.4,49.58704,64.225693,0.60000002,0.17550001,0,0,0,1,9185
37.5,5.5,18.8,34.1,22.5,7.4,0.42,8.8,0.5,0.2,16.9,1.1,54.399632,63.475609,0.69999999,0.007,0,0,0,1,6034
35.1,7.9,15.8,31.4,19.4,5.7,0.438,6.9,0.8,2.2,15.6,2.4,50.138721,53.459335,0.33000001,0.17389999,0,0,1,0,4140
31.7,8.1,17.7,33.1,19.4,5.2,0.465,11.4,2.8,5.5,11.6,2.6,50.661392,49.95805,0.27000001,0.1427,0,0,1,0,6362
40.2,10.9,16.8,32.1,24.8,8.1,0.492,9.1,0,0,27.1,1.7,51.222717,66.067413,0.52999997,0.017200001,0,0,0,1,6068
35.5,10.7,17,36.3,23.4,8.7,0.408,10.6,0.1,1.3,20.4,3.3,50.081005,58.07259,0.52999997,0.1159,0,0,0,1,6771
39.4,4.8,18.9,33.2,21.3,6.7,0.487,10.8,1.2,3.1,26.6,4.2,47.580299,57.36166,0.57999998,0.033399999,0,0,0,1,7549
35.3,11.6,20.2,37.7,22.1,8.9,0.474,9.8,1,1.7,16.7,2.5,52.35495,59.81813,0.74000001,0.2226,0,0,0,1,4084
39.4,6.9,19.4,33.9,30.3,10.6,0.497,10,0,0,24.9,1.2,48.239895,58.704662,0.56999999,0.2904,0,0,0,1,6520
40.2,7.4,18.5,27.9,21.3,12.7,0.45,13.7,1,0,29.5,1.5,50.876133,64.673912,0.69999999,0.0955,0,0,0,1,6530
37.6,8.3,16.5,41.6,28.7,9.7,0.407,8.8,0.3,0,22.5,1,49.04908,60.755707,0.63,0.0175,0,0,0,1,7596
39.2,6.5,17.1,29.6,20.5,7.1,0.429,12.1,0,0,20.7,3.1,49.268291,52.362206,0.58999997,0.093000002,0,0,0,1,4183
29.5,9.7,18.1,32.1,22.4,4.9,0.472,13.2,3.3,3.6,12.3,4.2,51.825588,46.992764,0.25,0.30289999,0,0,1,0,6360
41.4,10.8,18.5,30.1,28.1,9.9,0.509,14.9,1.2,0,29.1,1,51.16872,61.145195,0.64999998,0.071000002,0,0,0,1,5686
39.5,10.9,17.1,35.2,18.7,10.7,0.449,9.5,0,0,29.7,0.8,50.60191,59.168339,0.70999998,0.073200002,0,0,0,1,6953
38.4,7.9,20.3,29.1,20.2,12.9,0.486,12.5,0,0.3,24.3,3.1,47.349823,61.427887,0.56999999,0.0561,0,0,0,1,6469
39.8,5.5,20.7,37.6,24.4,9.2,0.458,14.1,0.2,0.2,21.3,3.6,53.527981,65.690582,0.81999999,0.028999999,0,0,0,1,4354
41,5.1,18.5,32.5,21.9,13.8,0.471,12.2,0.1,0.6,25.6,1.9,51.684849,66.007675,0.61000001,0.044300001,0,0,0,1,4932
39.7,7.3,18.5,33.8,25.8,12,0.424,13.2,0.1,0,28,0.8,52.029915,61.759083,0.70999998,0.038199998,0,0,0,1,5539
36.9,7.8,19.2,34.1,29.4,9.2,0.468,12.1,0.3,0.3,20.2,2.1,51.10582,60.372173,0.62,0.0296,0,0,0,1,5940
40.5,5.8,18.1,25.3,28.2,18.2,0.446,13.9,0.5,0.5,31.2,2.7,50.481323,60.732037,0.63999999,0.1061,0,0,0,1,7097
30.5,7.7,21.1,33.4,25.9,9.3,0.467,7.4,0.3,1.6,8.7,8.3,54.492275,46.938774,0.79000002,0.39199999,0,0,0,1,6833
38.8,8.2,18.1,34.2,25.8,7.6,0.408,9.4,0.2,0.6,22.9,2.4,51.794659,64.686386,0.70999998,0.083400004,0,0,0,1,5095
37,10,17.9,35.4,21.4,8.6,0.388,7.7,0.4,0.8,18.3,2.9,51.122665,66.85099,0.44999999,0.1016,0,0,0,1,6481
32.2,8.2,18.5,32.4,21.1,8.1,0.443,7.9,0.6,0.9,16,3.4,50.421146,61.450581,0.34999999,0.1035,0,0,1,0,4983
31.5,12.7,22.6,38.8,29.7,7.6,0.47,9.5,0.4,1.4,11.3,8.1,53.851372,48.943398,0.63,0.37580001,0,0,0,1,6072
39.2,7.4,17.2,41.7,27.6,8.2,0.462,11.2,0,0,27.3,3.4,50.621975,60.472698,0.63,0.035,0,0,0,1,5951
37.9,6,18.6,30.7,27.6,8.7,0.406,10.6,2.2,0,23.5,2.8,51.248642,76.774643,0.58999997,0.21080001,0,0,1,0,3792
37.2,10.3,19.2,40.5,27.2,10.4,0.438,8.8,0.5,0.3,22.5,3.4,52.267166,61.550495,0.49000001,0.041700002,0,0,0,1,7461
38,10.7,19.1,40.4,24.5,6.7,0.448,11.6,0.2,0.6,23.8,0.4,49.51527,56.897064,0.55000001,0.19140001,0,0,0,1,6146
36.4,10.2,18.4,33.6,26.6,8.1,0.478,12.3,0.8,0.1,19.2,2.9,51.005783,52.295536,0.40000001,0.35319999,0,0,0,1,5003
38.4,10.9,18.8,32.6,21.4,9,0.409,8.7,1,0.8,21.4,1.5,49.548363,58.235294,0.49000001,0.085699998,0,0,0,1,5863
37.5,6.6,18.6,30.1,26.4,4.7,0.351,8.9,0.2,0.2,17.4,7.4,50.696152,59.957626,0.58999997,0.028000001,0,0,0,1,5762
33.4,8.4,17.8,36.8,26,9.3,0.434,12.4,0.3,0.6,17.3,3.1,52.337887,53.080677,0.41999999,0.1217,0,0,0,1,5954
35.1,15.8,32.9,45.3,32.1,12.5,0.5,25.9,0.1,0.6,11.3,0.5,49.534836,39.854298,0.58999997,0.90700001,0,0,0,1,7598
37.4,9,18,33.9,28.8,8.1,0.384,7.5,0.2,2.3,22.2,3,53.176651,65.182434,0.67000002,0.0232,0,0,0,1,6507
42.2,6.3,19.5,35.9,35.2,12.5,0.422,16.7,0,0,29.7,0,50.958126,60,0.67000002,0.074199997,0,0,0,1,4696
32.7,24.1,36.6,35.9,34.7,16.3,0.509,32.1,0,0.1,7.8,4.6,49.85136,27.317232,0.55000001,0.88440001,0,0,1,0,4974
38.1,4.2,17,28.1,17.7,9.9,0.399,13.5,0,1.7,26.5,0,48.787064,68.46405,0.69999999,0.0137,0,0,0,1,8032
32.5,6.7,20.1,36.4,20.8,9.5,0.453,8.5,1.5,1.9,13,5.4,51.243526,55.795303,0.38,0.214,0,0,0,1,4701
37.1,11.7,16,40,30.3,3.7,0.373,7.4,0,0.7,23.3,1.7,52.637615,65.087105,0.69,0.0019,0,0,0,1,5594
35.5,7.3,18.8,32.7,23.1,9.1,0.45,10.8,0.5,1.4,18.9,2.4,51.104221,50.128902,0.40000001,0.24240001,0,0,0,1,5932
39.7,8.4,19.3,30.7,33.4,8.6,0.484,10.7,0.1,0.7,22.6,3.9,54.181656,58.082191,0.61000001,0.1946,0,0,0,1,9341
35.9,11.1,17.2,39.1,17.6,6.6,0.399,8,0.6,1,19.4,3.6,51.01149,57.221291,0.5,0.092699997,0,0,0,1,6847
37.4,7.7,19.5,34.7,24.6,14.6,0.462,11.7,0.4,0.4,20.9,11.5,51.26965,57.782883,0.50999999,0.3682,0,0,0,1,6671
31.8,9.2,18.3,34.5,25.4,6.3,0.413,9,1.8,3.7,12.2,6.1,51.902283,52.91143,0.25999999,0.16779999,0,0,0,1,6747
39.6,7.7,17.7,34.4,20.4,13,0.437,12.4,0.2,0,26.6,2.5,49.798794,62.088253,0.57999998,0.061099999,0,0,0,1,5509
29.5,9.7,20.2,38,24.1,9.5,0.433,6.4,1.1,4.4,9.1,7.6,54.675076,51.961628,0.38999999,0.25099999,0,0,0,1,7668
38.2,14.3,29.1,35.9,36,19.8,0.482,19.1,0,0.3,17.5,1,49.769585,51.044094,0.38,0.77039999,0,0,0,1,5099
35.8,11.7,23.2,35.8,25.6,9.7,0.433,12.9,0.8,11.8,17.2,3.1,50.44342,48.403557,0.34999999,0.57929999,0,0,1,0,3919
36.5,11,21.9,35.8,30,11.5,0.414,12.6,0.6,0.7,18.3,1.3,48.834431,53.477295,0.37,0.43340001,0,0,0,1,4012
37.8,12,26.2,37.4,28.6,14,0.451,18.7,0.5,3.3,18.5,4.2,50.302567,48.041908,0.34,0.78570002,0,0,0,1,5179
30.6,11.9,21.8,35.3,23.3,10,0.503,26.6,2.6,2.8,12.6,1.9,49.800507,35.439899,0.27000001,0.73250002,0,0,0,1,4174
35.6,8.7,21.7,34.7,28.5,7.3,0.396,7.3,0.3,0.6,17.9,1.6,49.624966,59.493984,0.40000001,0.0535,0,0,0,1,4219
37.7,13,22.5,34.9,29,9.8,0.453,11.6,0.5,3.8,20.3,0.9,51.278961,48.862213,0.44999999,0.35960001,0,0,1,0,4076
38.2,10.2,23.7,31.6,29.5,12.1,0.41,12.1,0.2,0.8,18.1,1,49.759018,56.606224,0.37,0.4048,0,1,0,0,3433
34,10.9,20.6,32.1,22.6,9.4,0.442,11.7,3.3,7.9,14.4,4.7,49.007023,51.184437,0.28,0.36179999,0,1,0,0,3300
39.6,12.1,23.6,41,30.8,10.5,0.429,11.3,0,0.2,20.8,1.3,50.281719,58.209023,0.43000001,0.1538,0,0,1,0,2962
36.3,10.2,22.5,35.7,33.4,8.8,0.376,7.7,0.5,1.8,18.1,1.5,49.839104,55.07552,0.34,0.2978,0,0,0,1,4241
37.6,11.7,24.6,36.6,28.1,11.3,0.431,14.6,0.6,8,19,3.4,48.421982,49.032169,0.38999999,0.72710001,0,0,1,0,3146
35.2,11.3,21.8,38.1,27.6,9.8,0.44,8.2,1.2,1.4,15.7,1.9,49.223351,56.619183,0.17,0.1029,0,1,0,0,3455
35.9,8.7,22.8,35.7,26.1,11.7,0.429,14.8,0.5,2,16.6,1.6,49.455395,52.030338,0.31,0.44240001,0,0,0,1,4128
38.2,14.5,25.8,36,28.7,11.5,0.44,13.2,0.1,1.9,19.8,1.7,50.48745,52.411682,0.43000001,0.48539999,0,0,0,1,3406
